最喜欢海棠和归海一刀了，居然是个悲情结局  orz  另，飘絮也很漂漂~,4,天下第一
归海一刀和上官海棠这对CP至今想起来还是dokidoki,4,天下第一
诶呀一刀和海棠很有爱。,4,天下第一
实在太喜欢上官海棠和归海一刀了，高圆圆又演这种大坏人,5,天下第一
王晶的作品总能找来一堆明星。当年看这部电视剧印象最深的是黄圣依那个角色特别美，可惜戏份很少，那时的高圆圆还没有现在的女神样呢。还有上官海棠和归海一刀这对很喜欢，可惜这对又是be，唯一he的一对就是成是非和郡主了,4,天下第一
最喜欢天涯的两段爱情。尤其是和黄圣依饰演的柳生雪姬的那段。黄圣依太美了，但戏份都是活在回忆杀里。两姐妹都为爱而死，妹妹飘絮也无意中走上了她姐姐的命运，在东瀛的背景音乐真好听。李亚鹏的段天涯充满了男人的风度，也怪不得两个女人先后对他倾心！,5,天下第一
一刀和海棠，心中的执念，很经典的武侠片，剧情不水，可惜现在没有这么厚道的武侠片子了。,4,天下第一
当时被一刀和海棠的感情感动的不要不要的，还有就是从这部剧我还get到了刘松仁老师。当时简直就是狂热了。可以说也是武侠电视剧的经典了。,4,天下第一
叶璇的海棠真的是男装帅气女装漂亮，她和一刀也是执念啊，成是非和云罗郡主，这对很有趣，承包全剧的笑点。其实神侯也是痴情人啊，为了素心真的做了很多，最后的结局也是让人吁叹。很不错的剧，比起现在的剧真的算良心的了,4,天下第一
小时候非常喜欢看的武侠电视剧，喜欢天涯和海棠，还有成是非，结局真没想到神候居然是最后的大boss，朱无视隐藏得太深了😓，为海棠的死感到痛心，没想到朱无视如此心狠手辣，他对素心的爱太可怕了，最后被天涯一刀联手击败，真是可悲又可恨,4,天下第一
特别好看，当时和哥哥姐姐一起追的这剧。真没想到里面很多人都成了大牌,4,天下第一
上官海棠是真的帅，故事也很感人，成是非和郡主负责搞笑，但是他们的故事也有让我想哭的地方,4,天下第一
现在看来这个演员配置也是很厉害了，叶璇的男装真心潇洒风流，高圆圆、黄圣依在里边也是特别美，可惜没一个结局好的也是醉醉哒了。,4,天下第一
就是看了这部电视剧迷上了电视，剧情扑朔迷离：天涯的2段爱情，海棠和一刀的爱情，一刀的身世，郡主的死亡，神侯的黑化……很爱的一部！,4,天下第一
哎呀呀真的好喜欢叶璇的上官海棠，特别英气，男装特别帅，里面成是非跟郡主挺逗的。也有反转，最后发现神候是大反派。,4,天下第一
简直暴露年龄的剧，😂不过真的很好看，就是结局不满意。太悲惨了😔,4,天下第一
叶璇的男装真的惊艳到我了，相比男主那一对，我更爱一刀和海棠,4,天下第一
当时好喜欢归海一刀和海棠的故事啊 我对于每个爱而不得而又苦苦暗恋的人都很同情 虽然最后海棠选择了归海一刀 但是最后她还是死了 唉 太可怜了 ,4,天下第一
哎 这部剧粉了叶璇 霍建华 十年,5,天下第一
这个剧真的是童年的回忆，里面虽然爱情不是那么的完美，但是真的很唯美！,4,天下第一
最喜欢一刀和海棠的故事 海棠太有魅力了 帅气逼人  印象最深的情节就是海棠去世时漫天飞花飘落   虐心  然后就是天涯和柳生雪姬的那段  两段感情都很虐   ,5,天下第一
喜欢霍建华,4,天下第一
我想重新看呜呜呜呜，当时的很多情节都忘了，但是我觉得男主演的好好,4,天下第一
很喜欢的一部剧，那个时候叶璇很美,5,天下第一
经典啊，现在才发现竟然有霍建华，以前特别喜欢陈是非。好讨厌那什么好有钱男的。,4,天下第一
当时觉得很好看，归海一刀很酷！,4,天下第一
上官海棠 连名字都那么苏 这个角色支撑我到今天还没对叶璇转黑  足够证明有多爱这个角色了 里面邓超还客串了皇上 和海棠的cp也莫名带感,5,天下第一
...好喜欢上官海棠..女神如今跟被下了降头一样，真任性,4,天下第一
那时候是真的很喜欢叶璇和只露几面的黄圣依啊。特别是黄圣依，真的是很美很美了。,4,天下第一
当时觉得这部剧真的超级好看！！,5,天下第一
为了叶璇和霍建华。这对搭得真纠结。闷骚男配机智女。喜欢俩人的对手戏。PS：最近iptv上有《名捕震关东》，重温的时候才发现，我的娘啊，原来《天下第一》根本就是升级版，小糊剧太早了，放现在，这部肯定被扒抄袭吧……,4,天下第一
小学时候看的，海棠出场方式简直帅翻，一刀苦恋虐啊。,4,天下第一
喜欢那个时候的叶璇，上官海棠真是翩翩公子，和归海一刀的爱情好虐心。,4,天下第一
觉得是经典，每个人都很有特色，很喜欢一刀和海棠的感情线，就是太虐了！！！最后好心疼一刀啊，明明两个人终于要苦尽甘来修成正果了啊，还有最后大boss还真是挺意外的，原来曹公公那样的都只是小boss啊！,4,天下第一
喜欢海棠女扮男装的英姿飒爽,4,天下第一
无论叶璇现在变成什么样但不得不否认当时真的很好看，我发现那时候就喜欢看这类剧，现在反而看不下去,4,天下第一
挺好看，蛮喜欢的，那时候的叶璇多帅气又好看，怎么前段时间跟被下降头似的,5,天下第一
很经典的一部武侠片，那时候不追星，也不认识这些明星谁是谁，就是觉得很好看，就反复看了好多遍,4,天下第一
当年看的挺过瘾的，就是后期剧情有点惨。,4,天下第一
喜欢成是非。还记得那是小时候在姥姥家看到海棠死的那一集，哭得稀里哗啦的。被我老妈说，怎么那么傻，电视里演的那都是假的。,4,天下第一
童年经典，叶璇的海棠至今让我念念不忘，人设很出彩，云罗郡主也很可爱啊,4,天下第一
童年回忆，神剧系列，里面的女演员都很漂亮,5,天下第一
上官海棠 很喜欢很喜欢的女子 自创世纪的Hellen后,4,天下第一
如果你让我回想天下第一 首先出来的是四个字 天地玄黄😍😍😍,4,天下第一
当时真的超喜欢海棠，最后她死的时候都哭了，结果现在叶璇。。。,4,天下第一
这部剧里面也是男女神一大堆！！！叶璇陈怡蓉！！！霍建华郭晋安邓超！！,5,天下第一
小时最喜欢的武侠剧之一，最喜欢成是非，太搞笑啦，变身的时候最有意思，还有其他演员演技都很棒，剧情跌宕起伏，最开始以为的好人后来又成了最坏的大boss，反差很大,5,天下第一
霍建华和叶璇，我真的觉得他们是这剧的颜值担当！很经典的电视剧！,4,天下第一
很多年过去了还记得神候临死说的素心死了，我要这皇位还有何意义。我最喜欢也是印象最深的反派，或许他只想成为素心心里的第一吧。还有雪姬的惊鸿一瞥，白衣飘飘，清冷又艳丽，当时真是惊艳了时光。,4,天下第一
谢谢你让我对“太监”有了启蒙式的理解。,4,天下第一
叶璇扮男装干净利落，好帅气啊，女装反而没什么感觉。,4,天下第一
没被下降头的叶璇我还是蛮喜欢的，冷酷却深情的一刀也很好，当时恨的飘絮牙痒痒，说明高圆圆演技真不错，成是非、郡主是好像担当，好久没看过这样的武侠片了，拒绝古偶。。。。,4,天下第一
叶璇去世的那里太难受了，全剧最爱的就是上官海棠和归海一刀，可惜不能圆满,4,天下第一
当年的叶璇那么英气那么有气质那么美，归海一刀还很帅，喜欢霍建华，还有那时候的黄圣依，是个小亮点,4,天下第一
叶璇的英气、霍建华的性冷淡，两人默默的情愫，都深得我意啊！郭晋安的鬼马活泼，他爸比是张卫健演得，证明了遗传是多么可信的一件事儿。刘松仁的城府、老谋深算；邓超的反差爆发，都让人过目不忘啊！,4,天下第一
